plant_disease_name,causes,recommendations,predicted_score,uploaded_image_path,uploaded_time,detected_time
Spinach Downy Mildew,Pests,Remove infected leaves,0.82,/user/user/document/image_654.jpg,2024-03-30 14:13:47,2023-12-09 15:07:09
Squash Mosaic Virus,Chemical Damage,Control pests,0.98,/user/user/document/image_250.jpg,2023-03-17 17:45:02,2023-07-04 17:57:33
Corky Root Rot,Chemical Damage,Control pests,0.66,/user/user/document/image_321.jpg,2022-03-22 22:12:34,2022-07-07 02:17:23
Bacterial Streak,Poor Drainage,Adjust watering schedule,0.83,/user/user/document/image_234.jpg,2023-05-07 06:46:15,2022-11-24 19:09:09
Ergot,Pests,Remove infected leaves,0.95,/user/user/document/image_479.jpg,2023-06-04 00:50:51,2024-01-17 00:20:31
Downy Mildew,Chemical Damage,Use fungicide,0.82,/user/user/document/image_480.jpg,2022-08-25 05:09:12,2024-03-29 22:23:19
Rhizoctonia Root Rot,Environmental Stress,Apply neem oil,0.79,/user/user/document/image_214.jpg,2022-09-29 11:05:17,2022-04-17 05:10:11
Tomato Spotted Wilt Virus,Poor Drainage,Use fungicide,0.95,/user/user/document/image_488.jpg,2024-01-10 18:14:46,2023-07-08 10:00:15
Pink Root,Viral Infection,Provide adequate nutrition,0.57,/user/user/document/image_889.jpg,2023-02-17 08:05:45,2023-08-17 12:39:48
Bean Rust,Chemical Damage,Use proper sanitation practices,0.83,/user/user/document/image_240.jpg,2023-05-25 14:20:50,2022-06-21 17:24:57
Botrytis Blight,Environmental Stress,Remove infected leaves,0.82,/user/user/document/image_799.jpg,2022-07-03 15:32:51,2022-09-01 02:18:29
Anthracnose Fruit Rot,Viral Infection,Provide adequate nutrition,0.89,/user/user/document/image_934.jpg,2023-03-26 16:58:43,2022-03-07 22:19:40
Spinach Downy Mildew,Poor Drainage,Apply bactericide,0.88,/user/user/document/image_957.jpg,2022-08-05 01:07:21,2022-02-19 06:50:43
Armillaria Root Rot,Poor Drainage,Apply bactericide,0.92,/user/user/document/image_408.jpg,2023-02-15 03:40:10,2023-05-19 03:09:35
Pepper Anthracnose,Pests,Apply bactericide,0.81,/user/user/document/image_698.jpg,2024-03-15 09:33:58,2022-06-24 12:57:55
Blossom End Rot,Chemical Damage,Improve soil drainage,0.8,/user/user/document/image_860.jpg,2022-11-15 21:18:18,2024-01-12 10:47:55
Leaf Blotch,Environmental Stress,Provide adequate nutrition,0.74,/user/user/document/image_624.jpg,2022-07-24 17:19:31,2023-03-19 05:31:19
Rhizoctonia Root Rot,Pests,Provide adequate nutrition,0.79,/user/user/document/image_466.jpg,2024-02-03 05:36:42,2022-08-27 00:09:54
White Mold,Fungal Infection,Apply bactericide,0.51,/user/user/document/image_443.jpg,2023-03-16 06:05:29,2023-04-28 15:56:37
Angular Leaf Spot,Environmental Stress,Adjust watering schedule,0.66,/user/user/document/image_721.jpg,2022-06-15 14:00:58,2022-05-12 13:21:31
Huanglongbing,Poor Drainage,Apply bactericide,0.52,/user/user/document/image_271.jpg,2022-10-02 04:18:20,2022-06-19 04:22:20
Onion Downy Mildew,Environmental Stress,Improve soil drainage,0.7,/user/user/document/image_511.jpg,2023-01-15 06:41:49,2023-09-07 09:14:51
Septoria Leaf Spot,Environmental Stress,Use resistant varieties,0.9,/user/user/document/image_405.jpg,2023-12-23 06:38:57,2022-01-21 15:01:31
Late Blight,Poor Drainage,Improve soil drainage,0.64,/user/user/document/image_405.jpg,2023-04-13 04:41:29,2023-02-28 20:04:31
Phomopsis Blight,Fungal Infection,Use proper sanitation practices,0.52,/user/user/document/image_812.jpg,2022-04-18 20:40:09,2022-04-22 09:34:17
Gray Mold,Pests,Use resistant varieties,0.73,/user/user/document/image_607.jpg,2022-05-10 10:39:38,2023-02-10 15:03:08
Apple Scab,Nutrient Deficiency,Provide adequate nutrition,0.74,/user/user/document/image_149.jpg,2024-02-20 07:30:35,2023-11-22 10:15:34
Phomopsis Blight,Environmental Stress,Use fungicide,0.93,/user/user/document/image_540.jpg,2024-01-25 07:39:14,2023-12-07 21:47:21
Brown Rot,Nutrient Deficiency,Adjust watering schedule,0.93,/user/user/document/image_413.jpg,2024-02-29 12:39:19,2023-08-09 05:42:13
Corn Smut,Nutrient Deficiency,Use fungicide,0.86,/user/user/document/image_477.jpg,2022-02-08 07:22:03,2023-03-19 15:05:53
Impatiens Necrotic Spot Virus,Bacterial Infection,Apply bactericide,0.91,/user/user/document/image_612.jpg,2023-11-29 14:20:39,2022-11-04 10:57:54
Impatiens Necrotic Spot Virus,Fungal Infection,Use proper sanitation practices,0.78,/user/user/document/image_608.jpg,2022-03-09 00:30:53,2022-06-24 03:56:43
Pepper Anthracnose,Chemical Damage,Use proper sanitation practices,0.96,/user/user/document/image_793.jpg,2023-05-06 03:26:12,2022-12-07 22:21:21
Gray Leaf Spot,Viral Infection,Apply neem oil,0.64,/user/user/document/image_327.jpg,2023-06-11 02:23:13,2023-03-03 21:58:36
Rhizoctonia Root Rot,Nutrient Deficiency,Control pests,0.54,/user/user/document/image_824.jpg,2022-09-29 19:06:36,2023-03-17 12:34:00
Bacterial Streak,Environmental Stress,Adjust watering schedule,0.72,/user/user/document/image_405.jpg,2022-08-19 19:35:17,2023-05-27 06:16:51
Onion Downy Mildew,Pests,Use proper sanitation practices,0.79,/user/user/document/image_978.jpg,2023-11-25 14:42:10,2022-12-17 02:32:54
Squash Mosaic Virus,Chemical Damage,Adjust watering schedule,0.78,/user/user/document/image_782.jpg,2022-05-24 18:04:58,2023-10-23 15:24:26
Watermelon Mosaic Virus,Chemical Damage,Provide adequate nutrition,0.64,/user/user/document/image_322.jpg,2023-09-02 11:57:44,2022-12-27 23:30:31
Bacterial Blight,Chemical Damage,Improve soil drainage,0.69,/user/user/document/image_672.jpg,2024-04-05 14:31:57,2023-07-03 21:31:51
Cercospora Leaf Spot,Pests,Use fungicide,0.55,/user/user/document/image_360.jpg,2022-06-27 07:02:54,2022-04-19 01:22:12
Rice Blast,Nutrient Deficiency,Apply bactericide,0.85,/user/user/document/image_424.jpg,2022-01-04 06:22:15,2022-04-01 12:06:13
Sooty Mold,Viral Infection,Control pests,0.8,/user/user/document/image_204.jpg,2024-02-25 05:18:24,2022-11-21 10:49:30
Stemphylium Leaf Spot,Pests,Provide adequate nutrition,0.73,/user/user/document/image_903.jpg,2022-12-13 05:48:43,2022-01-01 09:58:35
Rice Blast,Nutrient Deficiency,Adjust watering schedule,0.65,/user/user/document/image_355.jpg,2023-01-16 16:06:53,2022-02-27 14:56:17
Late Blight,Pests,Use fungicide,0.95,/user/user/document/image_495.jpg,2023-10-15 18:21:38,2023-01-17 15:03:31
Powdery Mildew,Fungal Infection,Apply bactericide,0.72,/user/user/document/image_25.jpg,2022-12-08 09:12:45,2023-05-16 08:12:36
Powdery Mildew,Fungal Infection,Use proper sanitation practices,0.63,/user/user/document/image_55.jpg,2022-12-30 19:40:26,2024-02-13 05:08:43
Crown Gall,Bacterial Infection,Use fungicide,0.67,/user/user/document/image_890.jpg,2022-03-21 02:06:08,2022-10-10 15:33:08
Anthracnose,Environmental Stress,Control pests,0.57,/user/user/document/image_999.jpg,2024-02-16 18:23:43,2022-10-24 22:01:40
Yellow Leaf Curl Virus,Pests,Use proper sanitation practices,0.55,/user/user/document/image_393.jpg,2022-10-21 18:53:15,2022-05-04 14:48:23
Stem Rot,Pests,Use proper sanitation practices,0.56,/user/user/document/image_970.jpg,2024-03-20 07:36:04,2023-07-12 23:54:14
Needle Blight,Nutrient Deficiency,Control pests,0.93,/user/user/document/image_661.jpg,2023-03-25 19:17:36,2022-01-11 23:17:28
Cotton Root Rot,Chemical Damage,Use resistant varieties,0.99,/user/user/document/image_762.jpg,2022-07-19 14:36:29,2022-12-06 16:05:59
Leaf Scorch,Chemical Damage,Provide adequate nutrition,0.59,/user/user/document/image_724.jpg,2024-01-10 00:54:23,2023-03-24 23:38:27
Clubroot,Viral Infection,Use proper sanitation practices,0.55,/user/user/document/image_610.jpg,2022-02-26 09:49:22,2023-04-20 01:09:11
Impatiens Necrotic Spot Virus,Pests,Improve soil drainage,0.74,/user/user/document/image_58.jpg,2022-10-26 03:45:46,2022-08-12 06:47:58
Fusarium Wilt,Poor Drainage,Apply bactericide,0.53,/user/user/document/image_394.jpg,2022-07-11 22:08:00,2024-02-16 03:56:50
Yellow Leaf Curl Virus,Nutrient Deficiency,Apply neem oil,0.7,/user/user/document/image_658.jpg,2024-03-20 06:44:37,2023-12-22 00:22:16
Huanglongbing,Nutrient Deficiency,Use proper sanitation practices,0.8,/user/user/document/image_624.jpg,2022-09-29 08:07:58,2023-02-26 21:16:15
Phomopsis Blight,Nutrient Deficiency,Remove infected leaves,0.91,/user/user/document/image_845.jpg,2023-07-04 09:24:58,2023-12-06 13:08:57
Red Stele,Pests,Provide adequate nutrition,0.76,/user/user/document/image_658.jpg,2022-08-30 08:06:22,2022-05-18 00:31:32
Root Knot Nematode,Viral Infection,Adjust watering schedule,0.95,/user/user/document/image_218.jpg,2022-04-23 05:48:24,2023-12-31 23:55:08
Eggplant Verticillium Wilt,Bacterial Infection,Use resistant varieties,0.76,/user/user/document/image_197.jpg,2022-01-15 01:34:34,2023-07-24 00:31:38
Needle Blight,Pests,Control pests,0.81,/user/user/document/image_480.jpg,2022-03-23 02:08:31,2023-05-10 22:47:55
Gray Leaf Spot,Environmental Stress,Remove infected leaves,0.77,/user/user/document/image_336.jpg,2023-06-20 16:02:48,2024-03-04 11:49:16
Leaf Curl,Bacterial Infection,Adjust watering schedule,0.85,/user/user/document/image_219.jpg,2022-10-20 16:05:48,2022-12-11 04:23:30
Alternaria Leaf Spot,Viral Infection,Use proper sanitation practices,0.83,/user/user/document/image_56.jpg,2022-10-27 02:42:00,2022-08-23 06:45:12
Bean Rust,Environmental Stress,Adjust watering schedule,0.91,/user/user/document/image_734.jpg,2024-01-21 08:20:22,2023-10-06 21:09:15
Apple Scab,Chemical Damage,Control pests,0.5,/user/user/document/image_83.jpg,2023-04-14 05:22:42,2023-06-08 15:42:27
Gray Mold,Poor Drainage,Provide adequate nutrition,0.94,/user/user/document/image_63.jpg,2024-05-01 10:06:53,2024-01-12 09:14:39
Blue Mold,Nutrient Deficiency,Adjust watering schedule,0.88,/user/user/document/image_772.jpg,2022-04-18 11:19:01,2023-03-23 04:08:22
Bacterial Blight,Bacterial Infection,Remove infected leaves,0.65,/user/user/document/image_702.jpg,2023-04-10 08:22:51,2022-11-06 05:32:50
Squash Mosaic Virus,Nutrient Deficiency,Provide adequate nutrition,0.71,/user/user/document/image_579.jpg,2023-07-13 07:17:27,2022-08-29 18:53:48
Fusarium Wilt,Bacterial Infection,Use fungicide,0.59,/user/user/document/image_562.jpg,2024-02-18 22:34:53,2024-01-29 23:41:58
Early Blight,Chemical Damage,Provide adequate nutrition,0.79,/user/user/document/image_284.jpg,2022-09-23 08:36:35,2022-11-29 01:58:59
Black Rot,Viral Infection,Apply neem oil,0.8,/user/user/document/image_805.jpg,2022-09-03 13:50:10,2022-01-09 03:26:39
Verticillium Wilt,Viral Infection,Adjust watering schedule,0.92,/user/user/document/image_510.jpg,2023-10-21 09:01:15,2022-10-07 16:30:17
Pepper Anthracnose,Viral Infection,Control pests,0.72,/user/user/document/image_852.jpg,2022-03-09 03:35:00,2023-09-29 20:13:32
Brown Rot,Nutrient Deficiency,Use resistant varieties,0.62,/user/user/document/image_342.jpg,2022-03-12 09:13:29,2022-02-10 22:59:36
Leaf Blotch,Viral Infection,Adjust watering schedule,0.68,/user/user/document/image_227.jpg,2023-02-01 13:20:43,2023-07-18 21:36:04
Red Stele,Pests,Use resistant varieties,0.65,/user/user/document/image_766.jpg,2023-02-07 18:02:56,2022-11-15 19:47:07
Mosaic Virus,Fungal Infection,Remove infected leaves,0.81,/user/user/document/image_279.jpg,2022-05-02 00:50:14,2023-05-23 11:13:16
Citrus Greening,Bacterial Infection,Provide adequate nutrition,0.55,/user/user/document/image_601.jpg,2022-09-27 17:06:15,2022-07-12 07:12:45
Citrus Canker,Pests,Provide adequate nutrition,0.82,/user/user/document/image_98.jpg,2023-08-19 11:55:32,2022-06-09 20:18:32
Ascochyta Blight,Nutrient Deficiency,Remove infected leaves,0.67,/user/user/document/image_513.jpg,2024-03-17 13:25:09,2024-03-19 03:26:17
Bacterial Streak,Viral Infection,Apply bactericide,0.68,/user/user/document/image_690.jpg,2023-10-02 03:55:25,2022-08-23 20:15:21
Root Knot Nematode,Chemical Damage,Use fungicide,0.99,/user/user/document/image_294.jpg,2023-06-10 16:19:36,2022-09-07 08:17:54
Cabbage Yellows,Pests,Remove infected leaves,0.7,/user/user/document/image_680.jpg,2023-05-05 18:37:21,2023-03-25 18:38:24
Blossom End Rot,Chemical Damage,Provide adequate nutrition,0.62,/user/user/document/image_851.jpg,2023-09-25 03:20:21,2024-03-31 10:25:09
Nematode Damage,Poor Drainage,Use proper sanitation practices,0.93,/user/user/document/image_712.jpg,2023-01-04 23:04:03,2022-07-25 01:24:20
Blossom End Rot,Fungal Infection,Use resistant varieties,0.94,/user/user/document/image_73.jpg,2022-11-30 02:17:32,2023-08-14 06:11:04
Pythium Root Rot,Bacterial Infection,Use proper sanitation practices,0.52,/user/user/document/image_100.jpg,2023-09-26 19:37:07,2023-03-06 18:41:07
Bacterial Speck,Fungal Infection,Adjust watering schedule,0.87,/user/user/document/image_203.jpg,2024-01-24 06:55:39,2024-02-29 22:46:13
Pythium Root Rot,Nutrient Deficiency,Use resistant varieties,0.55,/user/user/document/image_926.jpg,2022-09-16 13:33:46,2022-05-05 21:46:08
Bean Common Mosaic Virus,Bacterial Infection,Control pests,0.96,/user/user/document/image_707.jpg,2023-08-20 00:21:13,2022-11-17 06:32:50
Anthracnose,Nutrient Deficiency,Control pests,0.85,/user/user/document/image_501.jpg,2022-05-04 23:47:51,2023-03-14 05:31:03
Bacterial Spot,Viral Infection,Improve soil drainage,0.67,/user/user/document/image_824.jpg,2023-06-10 16:42:18,2023-03-29 09:05:04
Verticillium Wilt,Pests,Use resistant varieties,0.8,/user/user/document/image_68.jpg,2023-03-15 11:39:15,2022-10-21 17:26:08
Zinc Deficiency,Poor Drainage,Provide adequate nutrition,0.93,/user/user/document/image_19.jpg,2023-05-29 11:52:51,2022-12-07 16:29:42
Wheat Leaf Rust,Nutrient Deficiency,Provide adequate nutrition,0.72,/user/user/document/image_214.jpg,2022-07-01 20:58:07,2022-12-20 02:52:30
Zinc Deficiency,Viral Infection,Remove infected leaves,0.58,/user/user/document/image_242.jpg,2022-12-16 04:01:24,2022-09-24 21:38:49
Alternaria Leaf Spot,Poor Drainage,Use resistant varieties,0.56,/user/user/document/image_184.jpg,2023-07-15 22:07:47,2022-06-30 04:10:00
Halo Blight,Environmental Stress,Use fungicide,0.57,/user/user/document/image_431.jpg,2023-11-13 14:13:30,2023-11-29 17:06:03
Black Spot,Poor Drainage,Apply bactericide,0.95,/user/user/document/image_934.jpg,2024-03-15 23:14:42,2023-10-31 00:39:14
Rust,Chemical Damage,Use resistant varieties,0.79,/user/user/document/image_711.jpg,2022-06-30 19:21:47,2022-05-16 19:04:47
Pepper Anthracnose,Viral Infection,Apply neem oil,0.62,/user/user/document/image_460.jpg,2023-09-26 23:46:23,2023-05-25 17:03:13
Eggplant Verticillium Wilt,Environmental Stress,Provide adequate nutrition,0.63,/user/user/document/image_609.jpg,2022-08-13 06:59:01,2024-02-16 16:42:24
Phytophthora Blight,Fungal Infection,Apply neem oil,0.58,/user/user/document/image_782.jpg,2023-05-12 00:38:37,2023-04-03 16:23:41
Leaf Rust,Bacterial Infection,Improve soil drainage,0.9,/user/user/document/image_99.jpg,2023-10-06 06:49:09,2022-12-04 08:20:28
Rice Blast,Fungal Infection,Use resistant varieties,0.51,/user/user/document/image_159.jpg,2023-09-16 02:49:20,2023-12-27 00:00:32
Apple Scab,Environmental Stress,Apply bactericide,0.96,/user/user/document/image_146.jpg,2023-10-25 20:11:15,2022-12-09 23:00:27
Black Knot,Chemical Damage,Apply neem oil,0.88,/user/user/document/image_386.jpg,2023-11-11 03:36:36,2023-11-14 04:19:23
Wheat Leaf Rust,Pests,Provide adequate nutrition,0.55,/user/user/document/image_673.jpg,2023-04-28 05:30:27,2023-04-30 19:56:11
Blue Mold,Viral Infection,Remove infected leaves,0.55,/user/user/document/image_196.jpg,2023-08-12 16:52:21,2024-05-02 14:20:31
Watermelon Mosaic Virus,Nutrient Deficiency,Improve soil drainage,0.79,/user/user/document/image_934.jpg,2022-05-09 14:04:12,2022-01-29 16:51:29
Fusarium Wilt,Pests,Improve soil drainage,0.58,/user/user/document/image_776.jpg,2022-09-11 18:03:06,2022-05-19 19:59:18
Bacterial Streak,Pests,Use resistant varieties,0.62,/user/user/document/image_589.jpg,2022-03-30 21:53:25,2023-08-16 03:35:32
Black Heart,Chemical Damage,Apply neem oil,0.88,/user/user/document/image_521.jpg,2024-03-04 15:44:29,2022-09-28 23:35:01
Onion Downy Mildew,Pests,Remove infected leaves,0.78,/user/user/document/image_933.jpg,2023-10-07 21:34:17,2023-12-07 19:41:21
Dutch Elm Disease,Pests,Remove infected leaves,0.83,/user/user/document/image_515.jpg,2022-01-09 22:54:37,2023-03-11 17:50:52
Blue Mold,Nutrient Deficiency,Adjust watering schedule,0.73,/user/user/document/image_699.jpg,2023-08-03 22:02:50,2023-07-04 09:06:29
Septoria Leaf Spot,Poor Drainage,Remove infected leaves,0.66,/user/user/document/image_934.jpg,2023-03-09 02:52:35,2022-04-17 03:03:31
Black Heart,Bacterial Infection,Control pests,0.86,/user/user/document/image_938.jpg,2022-10-15 10:43:20,2023-11-23 15:16:13
Blossom End Rot,Chemical Damage,Adjust watering schedule,0.92,/user/user/document/image_536.jpg,2023-07-12 15:47:53,2022-06-23 06:41:00
Sclerotinia Stem Rot,Viral Infection,Remove infected leaves,0.84,/user/user/document/image_458.jpg,2022-02-27 03:24:03,2022-07-31 13:34:00
Verticillium Wilt,Viral Infection,Apply neem oil,0.77,/user/user/document/image_250.jpg,2023-11-22 05:20:09,2023-08-16 02:49:48
Root Knot Nematode,Fungal Infection,Use resistant varieties,0.55,/user/user/document/image_52.jpg,2022-10-22 09:30:51,2024-02-20 01:12:58
Gummy Stem Blight,Environmental Stress,Use fungicide,0.84,/user/user/document/image_962.jpg,2022-04-25 02:04:21,2023-08-09 22:40:39
Cucumber Mosaic Virus,Environmental Stress,Use proper sanitation practices,0.88,/user/user/document/image_351.jpg,2022-05-19 20:03:26,2023-07-28 20:46:51
Corky Root Rot,Poor Drainage,Use fungicide,0.97,/user/user/document/image_657.jpg,2023-03-16 00:33:24,2023-03-30 17:26:41
Cabbage Yellows,Pests,Use proper sanitation practices,0.83,/user/user/document/image_169.jpg,2023-09-03 03:52:56,2022-03-09 06:30:37
Bacterial Wilt,Nutrient Deficiency,Remove infected leaves,0.86,/user/user/document/image_354.jpg,2022-06-29 14:32:33,2022-01-02 10:59:27
Early Blight,Fungal Infection,Remove infected leaves,0.64,/user/user/document/image_434.jpg,2022-06-08 06:37:52,2023-03-17 13:19:18
Cucumber Mosaic Virus,Nutrient Deficiency,Apply bactericide,0.88,/user/user/document/image_70.jpg,2022-03-24 00:55:09,2022-10-18 22:22:13
Cabbage Yellows,Bacterial Infection,Use resistant varieties,0.94,/user/user/document/image_806.jpg,2023-04-06 11:26:21,2023-05-13 17:42:58
Sclerotinia Stem Rot,Environmental Stress,Use resistant varieties,0.64,/user/user/document/image_378.jpg,2022-09-23 17:44:27,2022-02-05 13:07:09
Brown Patch,Bacterial Infection,Use proper sanitation practices,0.61,/user/user/document/image_188.jpg,2024-04-22 06:07:33,2022-03-14 00:40:14
Cabbage Yellows,Fungal Infection,Use fungicide,0.91,/user/user/document/image_57.jpg,2022-06-03 20:08:52,2024-01-27 23:03:43
Watermelon Mosaic Virus,Nutrient Deficiency,Use resistant varieties,0.77,/user/user/document/image_499.jpg,2024-03-10 01:40:10,2023-03-09 07:54:05
Gray Mold,Fungal Infection,Remove infected leaves,0.72,/user/user/document/image_751.jpg,2023-06-11 23:26:15,2024-05-14 12:42:33
Botrytis Blight,Fungal Infection,Provide adequate nutrition,0.55,/user/user/document/image_175.jpg,2023-12-28 19:14:52,2022-03-09 11:00:41
Blue Mold,Nutrient Deficiency,Apply bactericide,0.68,/user/user/document/image_277.jpg,2024-02-25 22:11:24,2023-06-12 12:52:11
Canker,Bacterial Infection,Remove infected leaves,0.84,/user/user/document/image_905.jpg,2023-06-13 23:41:00,2022-08-18 20:12:06
Bacterial Streak,Environmental Stress,Provide adequate nutrition,0.63,/user/user/document/image_132.jpg,2022-01-14 09:05:21,2023-10-13 20:55:32
Bacterial Speck,Nutrient Deficiency,Apply neem oil,0.54,/user/user/document/image_969.jpg,2022-02-08 00:38:56,2023-08-31 02:19:50
Damping-Off,Environmental Stress,Improve soil drainage,0.79,/user/user/document/image_722.jpg,2022-08-14 03:55:36,2023-11-19 03:46:23
Apple Scab,Pests,Adjust watering schedule,0.52,/user/user/document/image_259.jpg,2023-03-07 17:57:11,2022-05-25 19:55:31
Apple Scab,Fungal Infection,Provide adequate nutrition,0.68,/user/user/document/image_444.jpg,2023-11-23 22:10:00,2022-01-15 03:52:07
Huanglongbing,Environmental Stress,Provide adequate nutrition,0.86,/user/user/document/image_191.jpg,2022-12-19 14:50:29,2022-09-10 05:16:42
Cotton Root Rot,Fungal Infection,Use fungicide,0.71,/user/user/document/image_309.jpg,2022-02-08 08:11:34,2023-09-30 19:09:34
Citrus Greening,Nutrient Deficiency,Improve soil drainage,0.79,/user/user/document/image_763.jpg,2022-10-28 21:52:50,2023-05-30 07:53:29
Kale Black Rot,Bacterial Infection,Remove infected leaves,0.71,/user/user/document/image_285.jpg,2023-05-04 19:11:03,2022-03-28 07:47:13
Rhizoctonia Root Rot,Pests,Provide adequate nutrition,0.53,/user/user/document/image_784.jpg,2023-10-29 21:36:41,2022-09-14 17:47:40
Late Blight,Viral Infection,Provide adequate nutrition,0.93,/user/user/document/image_546.jpg,2023-10-19 07:48:07,2024-04-16 19:35:07
Kale Black Rot,Bacterial Infection,Provide adequate nutrition,0.76,/user/user/document/image_785.jpg,2022-09-30 19:43:27,2024-02-28 04:34:20
Damping-Off,Nutrient Deficiency,Control pests,0.52,/user/user/document/image_75.jpg,2022-10-23 03:58:55,2022-04-27 01:30:34
Rhizoctonia Root Rot,Nutrient Deficiency,Use resistant varieties,0.76,/user/user/document/image_801.jpg,2024-02-04 00:33:11,2022-11-27 20:08:45
Stemphylium Leaf Spot,Environmental Stress,Adjust watering schedule,0.92,/user/user/document/image_199.jpg,2023-04-29 12:17:11,2023-08-03 02:14:44
Rhizoctonia Root Rot,Fungal Infection,Provide adequate nutrition,0.68,/user/user/document/image_524.jpg,2022-01-28 12:00:03,2022-06-02 13:07:13
Gray Mold,Bacterial Infection,Apply bactericide,0.99,/user/user/document/image_412.jpg,2022-09-29 01:32:11,2022-05-16 06:46:29
Leaf Blotch,Bacterial Infection,Control pests,0.62,/user/user/document/image_281.jpg,2023-02-16 21:01:05,2023-04-09 23:17:56
Wheat Leaf Rust,Bacterial Infection,Use proper sanitation practices,0.56,/user/user/document/image_400.jpg,2024-01-02 04:13:37,2022-09-26 20:50:33
Peanut Leaf Spot,Poor Drainage,Use proper sanitation practices,0.62,/user/user/document/image_936.jpg,2024-04-02 01:08:45,2022-09-23 04:56:48
Phomopsis Blight,Bacterial Infection,Improve soil drainage,0.8,/user/user/document/image_441.jpg,2022-03-15 02:51:22,2022-09-14 08:28:26
Bacterial Wilt,Pests,Provide adequate nutrition,0.56,/user/user/document/image_661.jpg,2022-10-12 00:18:00,2022-12-15 11:00:25
Basal Stem Rot,Bacterial Infection,Apply bactericide,0.62,/user/user/document/image_697.jpg,2023-09-14 04:05:29,2023-07-11 08:10:34
Bacterial Canker,Bacterial Infection,Control pests,0.91,/user/user/document/image_262.jpg,2023-02-27 09:17:02,2023-07-01 19:08:24
Apple Scab,Environmental Stress,Control pests,0.74,/user/user/document/image_308.jpg,2023-08-15 02:41:09,2023-03-03 08:45:21
Rust,Poor Drainage,Apply neem oil,0.84,/user/user/document/image_368.jpg,2024-03-05 06:58:42,2023-02-12 15:51:18
Fire Blight,Fungal Infection,Remove infected leaves,0.8,/user/user/document/image_137.jpg,2022-02-16 02:42:00,2023-11-12 09:51:00
Kale Black Rot,Pests,Remove infected leaves,0.68,/user/user/document/image_645.jpg,2022-12-26 17:03:58,2022-01-17 13:09:11
Gray Leaf Spot,Fungal Infection,Use proper sanitation practices,0.77,/user/user/document/image_732.jpg,2022-11-17 15:56:11,2022-07-28 08:47:10
White Rust,Viral Infection,Control pests,0.51,/user/user/document/image_758.jpg,2024-01-09 18:57:21,2022-05-30 11:50:25
Stemphylium Leaf Spot,Pests,Apply neem oil,0.81,/user/user/document/image_7.jpg,2024-02-01 11:37:40,2023-08-10 06:24:44
Red Stele,Viral Infection,Apply bactericide,0.52,/user/user/document/image_781.jpg,2022-12-20 07:24:55,2024-03-23 12:59:55
Leaf Blotch,Viral Infection,Use proper sanitation practices,0.89,/user/user/document/image_107.jpg,2024-01-05 05:44:59,2022-08-07 01:03:16
Basal Stem Rot,Environmental Stress,Use proper sanitation practices,0.54,/user/user/document/image_354.jpg,2023-09-26 10:58:54,2022-06-23 07:49:26
Stemphylium Leaf Spot,Environmental Stress,Adjust watering schedule,0.72,/user/user/document/image_872.jpg,2023-03-29 15:45:10,2024-04-03 00:22:19
Halo Blight,Pests,Improve soil drainage,0.7,/user/user/document/image_707.jpg,2022-11-13 05:20:29,2022-05-28 16:57:56
Gray Mold,Chemical Damage,Improve soil drainage,0.53,/user/user/document/image_346.jpg,2022-06-22 01:01:52,2023-11-26 05:14:39
Blue Mold,Nutrient Deficiency,Provide adequate nutrition,0.68,/user/user/document/image_71.jpg,2023-12-20 21:00:33,2023-06-18 06:43:11
White Mold,Environmental Stress,Provide adequate nutrition,0.52,/user/user/document/image_283.jpg,2023-04-07 16:30:08,2023-03-02 00:45:36
Leaf Blotch,Nutrient Deficiency,Apply neem oil,0.64,/user/user/document/image_306.jpg,2023-05-31 07:46:07,2024-04-30 11:42:45
Leaf Curl,Pests,Use fungicide,0.59,/user/user/document/image_791.jpg,2023-10-27 06:03:53,2022-05-13 14:44:54
Phytophthora Blight,Nutrient Deficiency,Apply neem oil,0.55,/user/user/document/image_957.jpg,2023-05-30 16:27:57,2024-03-13 18:48:37
Blossom End Rot,Chemical Damage,Use fungicide,0.83,/user/user/document/image_281.jpg,2022-12-12 18:12:26,2022-03-10 16:58:37
Ascochyta Blight,Poor Drainage,Improve soil drainage,0.73,/user/user/document/image_411.jpg,2023-12-23 18:33:34,2023-06-19 08:14:31
Dutch Elm Disease,Nutrient Deficiency,Use fungicide,0.74,/user/user/document/image_681.jpg,2023-04-28 00:10:52,2022-11-30 02:23:05
Citrus Canker,Fungal Infection,Adjust watering schedule,0.89,/user/user/document/image_527.jpg,2023-07-11 14:24:16,2023-07-03 14:23:55
Powdery Mildew,Nutrient Deficiency,Use fungicide,0.8,/user/user/document/image_903.jpg,2024-02-26 20:03:16,2022-05-16 18:03:27
Pink Root,Poor Drainage,Control pests,0.65,/user/user/document/image_717.jpg,2024-04-16 05:20:58,2022-08-02 01:44:15
Brown Rot,Environmental Stress,Provide adequate nutrition,0.82,/user/user/document/image_603.jpg,2022-06-07 14:41:10,2023-08-30 07:47:40
Rust,Fungal Infection,Control pests,0.51,/user/user/document/image_910.jpg,2022-08-15 23:40:03,2023-09-21 16:40:12
Basal Stem Rot,Poor Drainage,Use proper sanitation practices,0.62,/user/user/document/image_508.jpg,2023-06-01 01:49:58,2023-08-10 20:58:58
Huanglongbing,Nutrient Deficiency,Apply neem oil,0.78,/user/user/document/image_176.jpg,2022-06-22 06:25:39,2022-09-11 19:35:43
